,lag,batch,cell,RMSE,MAE,R2,CC,Bias,KGE
0,128,8,1,3.2544979368066453,1.7472289,0.7932984883988049,0.8981603766462704,1.1138222,0.8464862723693323
1,128,8,1,3.5040028706543196,1.9503242,0.674943729265273,0.8680461001844804,0.9649786,0.812758916941363
2,128,8,1,3.100220973845239,1.6758797,0.7737192140603433,0.8985604068911958,0.9817109,0.8722587285962726
3,128,8,1,3.373909950832008,1.6920558,0.7942653036439775,0.894062328264272,1.0723783,0.860322989263382
4,128,8,1,3.016606146554869,1.6219803,0.8108491579770345,0.9074014373903275,1.0371057,0.8989611773472296
5,128,8,1,3.1626556659730176,1.6934915,0.742904623321996,0.893775749014251,0.9901441,0.8430199187818984
6,128,8,1,3.067009544554226,1.6549686,0.7997268456153395,0.9036075702172008,1.0483928,0.8886211950280318
7,128,8,1,3.0099449624134014,1.6495931,0.7966088588887251,0.905376746061289,1.0258318,0.8884091811914586
8,128,8,1,3.266202154674103,1.6904627,0.7973764944927924,0.8996194347540583,1.1236608,0.8380465022343535
9,128,8,1,4.128580331344924,2.4497743,0.5309731373506481,0.8117250314804073,0.9920755,0.762342981107806
10,128,8,1,3.159068444959907,1.6358662,0.7855930214612954,0.8967888970037342,1.0061011,0.8917195639406693
11,128,8,1,3.14497537260617,1.6464803,0.7824425810886825,0.8971131702058548,1.0265222,0.8851939117730284
12,128,8,1,3.1454186745170327,1.7107929,0.8029931605340331,0.9045532223756446,1.1235993,0.8437469864312036
13,128,8,1,3.0526364360189135,1.6735387,0.8024211381036997,0.9051134903122848,1.0649903,0.8821401727761325
14,128,8,1,3.5240116708845846,1.9755306,0.6672390613847448,0.8665361087240879,0.9586906,0.8068466278665197
15,128,8,1,3.2370877154382773,1.6528606,0.8044115923098509,0.8997706398122448,1.0518259,0.8808264179594594
16,128,8,1,3.591044859080939,1.8320215,0.7984606422308349,0.8987907919436878,1.1576519,0.7692291540582558
17,128,8,1,3.0832156768895174,1.6654348,0.8089347622031167,0.9048400658273833,1.0429488,0.8955949690762215
18,128,8,1,3.670413371616674,1.8839657,0.7730554394522716,0.8867609948596047,1.178371,0.7691630768482974
19,128,8,1,3.4942200482693617,1.7111983,0.7934704763688538,0.8925083840836594,1.0797757,0.8382866637138329
