,lag,batch,cell,RMSE,MAE,R2,CC,Bias,KGE
0,4,8,1,1.402538955405863,0.705913,0.0931845002480155,0.6641055978519241,0.87845856,0.592237024390772
1,4,8,1,1.4589693408278277,0.8395775,-0.0955713191456109,0.6298303359295179,0.83327395,0.5285237252622024
2,4,8,1,1.4520805461023072,0.8041077,-0.005275831154348154,0.641764173988904,0.8077174,0.5423643775271999
3,4,8,1,1.413363542158944,0.7146888,0.10660665961091154,0.6641258697556582,0.83668303,0.5834835236199849
4,4,8,1,1.4007601496505604,0.7280034,0.07275750656211644,0.6599581299002516,0.9438122,0.5981879137178012
5,4,8,1,1.4231770181844916,0.79870385,0.0635379108004569,0.6507209054698716,0.91865563,0.59042220949533
6,4,8,1,1.4172689429184848,0.7508944,0.04102388716595917,0.6502082515752138,0.95411605,0.5891305504797406
7,4,8,1,1.4196358121027084,0.7420565,0.0513154982098698,0.6502502093810649,0.9440822,0.5907565981301013
8,4,8,1,1.4640736093985105,0.7099658,0.05936923208962708,0.6356723885121105,0.8813625,0.5780942803845167
9,4,8,1,1.4369650965083927,0.7035202,0.17113198548599629,0.6584842888494046,0.87788665,0.6115480202944488
10,4,8,1,1.480593713805826,0.70902056,0.03700241272805105,0.6268284814027717,0.88064134,0.5700550793011359
11,4,8,1,1.4015269756599416,0.72148675,0.20740364710943082,0.6771765342240575,0.8533131,0.6182819717973995
12,4,8,1,1.4571238634063013,0.7035222,0.06283178425137648,0.6387717765173619,0.88188,0.5798985421521738
13,4,8,1,1.3146575723392195,0.69317204,0.2938830683420599,0.7195538994786139,0.82627344,0.6389725582787202
14,4,8,1,1.4059018021880583,0.6980811,0.14867420633413286,0.6663458899925373,0.89730316,0.6121872481109925
15,4,8,1,1.4024941196420373,0.71563333,0.08451777824067486,0.6658057382471867,0.8490062,0.5820500309408623
16,4,8,1,1.4072815396584306,0.72235703,0.02310465608293566,0.6564071218489788,0.89018965,0.5757157896453341
17,4,8,1,1.4635625093362912,0.82607484,-0.050813894223395106,0.6243252584497436,0.9171338,0.5562067817616618
18,4,8,1,1.426315500157872,0.70961267,0.2167677123794025,0.669506017341006,0.8566474,0.619995276544762
19,4,8,1,1.3691810678122098,0.745541,0.12415963660343154,0.6771097940676912,0.9416377,0.614676520915693
