,lag,batch,cell,RMSE,MAE,R2,CC,Bias,KGE
0,4,8,16,3.0793929998058736,1.1824268,-2.2388573249499997,0.6028426647419134,0.9692589,0.32198243601393495
1,4,8,16,3.0388177219064416,1.1742685,-1.9715712289235903,0.6169069178785394,0.99786294,0.3419736766741731
2,4,8,16,3.169420166175242,1.1896567,-2.415966963961764,0.5590670373439386,1.0179154,0.296662404915944
3,4,8,16,3.0006425487320594,1.161453,-1.9436446276139345,0.6362564479796091,0.94847775,0.34797501937652286
4,4,8,16,3.0040426037303227,1.1694818,-1.9423289295238884,0.6339499684836059,0.9726839,0.3486648425475979
5,4,8,16,2.9398549156980525,1.1429672,-1.626305942413595,0.6575536435077147,0.91982514,0.37098966116810195
6,4,8,16,3.0483945529714385,1.1707922,-2.0861994330397167,0.6152309227298672,0.96834236,0.33432361411913813
7,4,8,16,2.8287170802015917,1.127696,-1.2894307452946427,0.6992477418436057,0.8886941,0.40019976123162115
8,4,8,16,2.968541830694986,1.1717498,-1.8128833465736713,0.648487760000976,0.94845873,0.35934474152058093
9,4,8,16,3.0521505997224696,1.1727388,-2.119022350533934,0.6142023640054414,0.96435827,0.3320181884764548
10,4,8,16,3.0796647456628636,1.1650081,-2.207793479112737,0.6034138016447282,0.922568,0.32038693720466105
11,4,8,16,3.0528299679130972,1.1659956,-2.0563771568464144,0.611994503262869,0.98423743,0.33536560999510046
12,4,8,16,3.097186559254174,1.1812142,-2.102900433220802,0.5904372890822404,0.9998776,0.32526480163580607
13,4,8,16,3.05754170649008,1.1592579,-2.069975030136486,0.6125791433721464,0.90131646,0.3283512153907633
14,4,8,16,2.9592591211659065,1.1484194,-1.7157079254917877,0.6501038503320092,0.943987,0.36550112886073916
15,4,8,16,2.9508752074166225,1.1501975,-1.703760279940544,0.6532174136452215,0.97191584,0.36882149768450156
16,4,8,16,2.979352309482884,1.1617504,-1.840761675158824,0.6443272457137974,0.93591326,0.355424871578478
17,4,8,16,3.1336178778910924,1.1685064,-2.3055429814497215,0.5772437556079025,0.92645574,0.30605493090951097
18,4,8,16,3.096221861112737,1.1634274,-2.272833506141835,0.599154109675211,0.8727318,0.30877762492068506
19,4,8,16,3.058536845685135,1.1884964,-2.072771932805998,0.609489545426185,1.0167385,0.3335753388190089
