,lag,batch,cell,RMSE,MAE,R2,CC,Bias,KGE
0,4,8,8,1.1746887504974879,0.66362566,0.04578416934666507,0.7057297358944448,0.9944209,0.59758825588066
1,4,8,8,1.2012044266422601,0.6842194,0.061533914327524974,0.691383609693498,1.0123396,0.6014736297591646
2,4,8,8,1.21703834648184,0.6926636,0.07205366478933661,0.6838026862211586,1.0355548,0.6028269636465449
3,4,8,8,1.2034989308478088,0.6852013,0.07326347046409976,0.6906235757538535,1.0198454,0.6044361357736545
4,4,8,8,1.2050179291811938,0.6845683,0.09458120930145109,0.6910132663670824,1.0390223,0.6093041828774922
5,4,8,8,1.1872380620276306,0.66815287,0.0926860639566961,0.7005834633448501,1.0504123,0.6079858796026303
6,4,8,8,1.2246582897583673,0.70301086,0.06265471226998875,0.6802098605570834,1.0589488,0.5977476391113441
7,4,8,8,1.1915767360089955,0.6867242,0.03771694337472997,0.6976474784529858,1.0676903,0.5909356843269866
8,4,8,8,1.226787570786177,0.7212439,0.07192588491947072,0.6789158858694052,1.0400788,0.6020532012103781
9,4,8,8,1.224266965655445,0.71811855,0.06729062485587955,0.6814893175400714,1.0777657,0.5965346958305457
10,4,8,8,1.2150538223025016,0.6952663,0.057881407093361203,0.6841473416034276,1.0300144,0.5993296868529494
11,4,8,8,1.220773777252258,0.6951951,0.0779765204738938,0.6819024833083153,1.0232205,0.6050674062373272
12,4,8,8,1.1947481905214472,0.67091346,0.055164367372611545,0.6947205479281485,1.0136186,0.5998230411190701
13,4,8,8,1.22027790445482,0.6929974,0.035232501000846406,0.6804370660711463,1.0246868,0.5932697041197891
14,4,8,8,1.2113473506264125,0.7009817,0.08445915285622874,0.6885970213845292,1.0722277,0.6025685960598033
15,4,8,8,1.2432387599993109,0.74032956,0.08117212498698623,0.6722851254023267,1.0695329,0.6006130084057499
16,4,8,8,1.2221183202872536,0.7012169,0.0918546360725121,0.6835815107184987,1.0747017,0.6039245123313681
17,4,8,8,1.2376740708890357,0.72601986,0.06574346607125514,0.6725700226667433,1.0053936,0.6013156809736397
18,4,8,8,1.1882492512564744,0.66763914,0.05613937968796745,0.698253380235246,1.0016514,0.600355739363709
19,4,8,8,1.2076580802636103,0.68117714,0.08601428835229796,0.689432501027567,1.043399,0.6064337699497122
