,lag,batch,cell,RMSE,MAE,R2,CC,Bias,KGE
0,256,8,2,0.576810347,0.2866496,0.869286882,0.938884161,0.93685,0.904500772
1,256,8,2,1.21387524,0.6992293,0.106336384,0.687264511,1.0462437,0.611833898
2,256,8,2,1.23059,0.717154,0.0749145,0.678526,1.07572,0.598661
3,256,8,2,1.24817,0.732437,0.0817929,0.669865,1.06829,0.600653
4,256,8,2,1.236951529,0.73146474,0.066478278,0.674637399,1.0707006,0.596718366
5,256,8,2,1.229814192,0.7087462,0.0736225,0.677873566,1.0530947,0.601193415
6,256,8,2,1.23886,0.723037,0.0717318,0.673582,1.06215,0.599174
7,256,8,2,1.2280226356613275,0.72416776,0.0803951152657725,0.678832005164864,1.0443183,0.6040247724787584
8,256,8,2,1.2199697504045584,0.6957196,0.0849609003004272,0.6831512457141162,1.0454485,0.6055558511752426
9,256,8,2,0.6062893628584872,0.31150597,0.8552256055824791,0.9352458231231932,0.87708545,0.855816531775788
10,256,8,2,0.6153857332572504,0.3114655,0.8452552263759231,0.9305258730306282,0.9169919,0.878077313015341
11,256,8,2,1.2063326990112369,0.70361406,0.0730547401913848,0.6900385502236279,1.055373,0.6016567533589017
12,256,8,2,1.241935320513778,0.7347437,0.0724008017792356,0.6725309767567584,1.0720029,0.5978969201342796
13,256,8,2,1.22015,0.6922,0.0883463,0.683299,1.04794,0.606278
14,256,8,2,0.5811574123842935,0.28899977,0.8662724557087429,0.9374878051373112,0.94832003,0.9090653571270588
15,256,8,2,1.226013206382801,0.7071757,0.0668113017576368,0.6795506745502411,1.055058,0.5992667839488135
16,256,8,2,1.234610233346416,0.7223989,0.0648864577906715,0.674902049853215,1.0500858,0.5988235026056987
17,256,8,2,0.6327507789558792,0.30857545,0.8355705686548163,0.9266885298984002,0.90897053,0.8693025459709849
18,256,8,2,1.2206656732536063,0.6991887,0.0928310220751686,0.6833897544234045,1.0518357,0.6071488688793065
19,256,8,2,1.213384653611263,0.6933539,0.0784012593698434,0.6860579255417077,1.0395654,0.6044339283928237
