,lag,batch,cell,RMSE,MAE,R2,CC,Bias,KGE
0,64,8,16,0.0875669134111459,0.05775243,-0.20716401109000526,0.2656068006407047,4.604416,-2.7585482125869163
1,64,8,16,0.07921048306512474,0.05319994,-0.05880326006340897,0.27529207834048114,2.5850894,-0.8824386886997899
2,64,8,16,0.08542040475316566,0.05826022,-0.18836579834553668,0.2124861131488801,3.6170888,-1.831915893758509
3,64,8,16,0.08253683100733573,0.053717397,-0.1543063061299348,0.185346926040734,2.3508408,-0.7289699684223119
4,64,8,16,0.11802115744677845,0.060702723,-0.10506505582879999,0.1334083120981831,3.6526818,-2.1662270976930458
5,64,8,16,0.12981567224980273,0.062109467,-0.0696868162635571,0.2473696194678012,5.5026536,-3.903586058726006
6,64,8,16,0.10481274535787909,0.07464602,-0.7383812207718752,0.28249786488513445,8.114618,-6.191741834372476
7,64,8,16,0.08579415862177944,0.05727511,-0.11962420111419592,0.2454434075481245,3.4507153,-1.686866909636934
8,64,8,16,0.08196407928568433,0.05500427,-0.13021461342604201,0.21382749957540972,2.592399,-0.9140065848251067
9,64,8,16,0.08248365344584455,0.05489565,-0.2743120916968549,0.1907804548046572,3.7469099,-1.930887505417905
0,64,8,16,0.08396697141281323,0.05580688,0.000964415235942484,0.3235865510249079,3.12317,-1.391212206763504
1,64,8,16,0.08014779432956946,0.055698868,-0.09833548090065003,0.23147978806497924,2.2511055,-0.6266382185109751
2,64,8,16,0.08717401879264779,0.055560205,-0.16165257065069016,0.35191069899316674,5.1605787,-3.285698855070658
3,64,8,16,0.08579828354213014,0.054504827,-0.09266496046034134,0.3086997316002326,4.091252,-2.273182423513389
4,64,8,16,0.09383062035373424,0.061884675,-0.22096389115311643,0.2860400015927446,5.364753,-3.510963424755559
5,64,8,16,0.08161695344788579,0.055045716,-0.18051508630735458,0.22659357429275095,3.3903668,-1.600140080902133
6,64,8,16,0.08148105063656523,0.05507531,-0.09265729028395997,0.244305019832363,2.6562812,-0.9624865987358366
7,64,8,16,0.10633633661058613,0.060102213,-0.07950534731559045,0.2822918239961848,4.910171,-3.174984197221156
8,64,8,16,0.0811402690594258,0.055818085,-0.1533972656373459,0.2070223127670772,2.6774106,-0.9759196124373966
9,64,8,16,0.09044292447820103,0.062297635,-0.36566725341207373,0.1811551241746692,4.937141,-3.0854143587059957
