,lag,batch,cell,RMSE,MAE,R2,CC,Bias,KGE
0,32,8,2,0.090280972,0.060782064,-0.224756082,0.149212986,3.4814773,-1.746504269
1,32,8,2,0.086333832,0.055772685,-0.303140077,0.152473915,3.8489516,-2.049405246
2,32,8,2,0.087356116,0.061103318,-0.1679853,0.184168572,3.1179771,-1.405488355
3,32,8,2,0.075918537,0.052140526,-0.486280243,0.248671657,4.691451,-2.78668732
4,32,8,2,0.0854631,0.0583082,-0.202309,0.184175,3.32249,-1.56832
5,32,8,2,0.0729337,0.051766,-1.41036,0.149152,5.32002,-3.40323
6,32,8,2,0.0876702,0.0606103,-0.509767,0.158034,5.14928,-3.27422
7,32,8,2,0.0770201,0.057064,-0.341734,0.254953,4.31516,-2.43133
8,32,8,2,0.0793221,0.0566442,-0.138614,0.281127,3.5996,-1.77497
9,32,8,2,0.0840439,0.0634316,-0.756409,0.198816,5.83391,-3.91696
10,32,8,2,0.0825874,0.0609802,-0.777271,0.200184,5.74606,-3.82773
11,32,8,2,0.0854411,0.0568733,-0.262291,0.158886,3.51,-1.73576
12,32,8,2,0.0868896,0.0563868,-0.313896,0.138487,3.80446,-2.01273
13,32,8,2,0.0880107,0.0639511,-0.660592,0.198165,5.96987,-4.06074
14,32,8,2,0.0985057,0.0684678,-0.559805,0.130775,6.09015,-4.2185
15,32,8,2,0.0807508,0.0549064,-0.813342,0.178664,5.49946,-3.58592
16,32,8,2,0.0661061,0.0427415,-1.33596,0.0871777,3.97417,-2.11134
17,32,8,2,0.0690275,0.0480094,-0.769576,0.20253,4.28494,-2.38384
18,32,8,2,0.0719064,0.0526416,-1.39185,0.133219,5.09187,-3.1828
19,32,8,2,0.0818583,0.062252,-1.84091,0.124543,6.57446,-4.64335
