,lag,batch,cell,RMSE,MAE,R2,CC,Bias,KGE
0,64,8,4,0.48182609,0.23674387,0.787401217,0.903696065,1.0595946,0.868630243
1,64,8,4,0.538009195,0.25822875,0.761626997,0.883202137,1.052009,0.871186608
2,64,8,4,0.593289096,0.2866981,0.699500879,0.85785258,1.1308384,0.803964237
3,64,8,4,0.454450428,0.22304516,0.765701057,0.917321773,0.98429674,0.818005987
4,64,8,4,0.528671205,0.2536958,0.759579974,0.885965743,1.0833583,0.854006313
5,64,8,4,0.581140156,0.30303684,0.690397117,0.859414667,1.0962815,0.816880142
6,64,8,4,0.950700051,0.53846574,-1.524733957,0.529924442,1.0825807,0.333270058
7,64,8,4,0.464909108,0.22939397,0.794062325,0.909818781,1.0262686,0.873390096
8,64,8,4,0.639399729,0.28745794,0.652852828,0.832949811,1.069883,0.816347869
0,64,8,4,0.648884,0.308475,0.649562,0.829882,1.09126,0.80582
1,64,8,4,0.570425,0.266445,0.722355,0.867202,1.07705,0.842958
2,64,8,4,0.498328,0.254266,0.759826,0.89576,1.03587,0.856597
3,64,8,4,0.538762,0.254047,0.759399,0.884107,1.11571,0.835146
4,64,8,4,0.588795,0.299658,0.758436,0.879588,1.2211,0.738661
5,64,8,4,0.471852,0.23154,0.775188,0.907053,0.985315,0.854425
6,64,8,4,0.540514,0.257534,0.753082,0.881416,1.08063,0.853821
7,64,8,4,0.527318,0.274834,0.726673,0.882334,1.01017,0.845859
8,64,8,4,0.552058,0.29379,0.733452,0.874424,1.06664,0.850925
9,64,8,4,0.59411,0.297664,0.698989,0.856284,1.09403,0.825162
10,64,8,4,0.477395,0.234058,0.814111,0.910797,1.13568,0.837258
