,lag,batch,cell,RMSE,MAE,R2,CC,Bias,KGE
0,32,8,1,0.048096988389710174,0.014112421,-3.349909810551945,0.3675101104793829,1.6385043,-0.05412626112043428
1,32,8,1,0.043903704655164744,0.017439697,-0.47178979028330303,0.5542915887915498,2.0442142,-0.17310282740341432
2,32,8,1,0.04937401324656301,0.013079666,-4.639819704584918,0.29739770999610904,1.3307844,0.021638103744232695
3,32,8,1,0.05319472332363554,0.025673766,-3.348975742306955,0.35105723358301405,4.4869637,-2.5823540086629744
4,32,8,1,0.04484849357687197,0.014274977,-1.4085165976560963,0.49533986997702556,1.5104761,0.15953009116355266
5,32,8,1,0.050444938162019844,0.015230563,-4.170467659050181,0.274938573544147,2.058013,-0.40272989244547563
6,32,8,1,0.05055640722938971,0.014058417,-5.060450600507097,0.25534851868785596,1.9782413,-0.3680283390843653
7,32,8,1,0.04903519117180431,0.014507549,-2.7703490556020824,0.3409641246968361,1.619839,-0.037671769492035434
8,32,8,1,0.050537070214445264,0.013382874,-6.139106258070744,0.23603241535834898,1.6950864,-0.21067896328472058
9,32,8,1,0.04970722620013366,0.0140798045,-3.88991028129245,0.30012232145052753,1.7603039,-0.17642112864392145
10,32,8,1,0.05041083625473744,0.014441166,-4.597195619169886,0.26389319841306336,1.8632145,-0.2764120183365959
11,32,8,1,0.04369875698769724,0.015698204,-0.8009635585135633,0.5370024152514009,1.4755175,0.24217206484953857
12,32,8,1,0.04337480888956716,0.014732415,-1.0542933163699093,0.5397740156290664,1.4187114,0.25453135792386417
13,32,8,1,0.04989324438218075,0.014577134,-4.07061224554305,0.28530081618578645,1.5433372,-0.06262286645371895
14,32,8,1,0.04742431640625,0.012931302,-3.016636477936542,0.3999714164726153,1.8062987,-0.14053615225446037
15,32,8,1,0.04252055348721318,0.01473696,-0.4517982781025205,0.5753924389671208,1.5495352,0.2383819469872075
16,32,8,1,0.04929603968152899,0.013721767,-4.733120265261873,0.29943008149237893,1.2789047,0.03697484077731028
17,32,8,1,0.050309271160914014,0.014344334,-4.2880637303818485,0.27767082917479285,2.0242794,-0.37850726339814567
18,32,8,1,0.04595336772195685,0.016570562,-1.3217135330258265,0.49232483811578426,2.5434701,-0.6763934758230237
19,32,8,1,0.04849253727089364,0.0148781305,-2.7086399860770096,0.3706346786435055,2.019616,-0.3020711476188438
