,lag,batch,cell,RMSE,MAE,R2,CC,Bias,KGE
0,64,8,16,1.11334389,0.62684804,0.645134389,0.820638468,0.8667016,0.77512663
1,64,8,16,1.23926748,0.6573247,0.597683545,0.787560501,1.078393,0.76250113
2,64,8,16,1.107329027,0.6038125,0.657434029,0.823335262,1.0561802,0.810826238
3,64,8,16,1.06725247,0.59079725,0.6713133,0.833097711,1.0737171,0.816335494
4,64,8,16,1.089222776,0.5624227,0.67266589,0.83461061,1.1933862,0.741726716
5,64,8,16,1.120672645,0.61606795,0.644518312,0.819302405,1.1294713,0.775564526
6,64,8,16,1.183280123,0.6940081,0.628096,0.821662502,1.383104,0.57256874
7,64,8,16,1.083701982,0.6217305,0.67689541,0.832201733,1.0333595,0.822924419
8,64,8,16,1.16126586,0.6356405,0.646544431,0.817010756,1.1824671,0.731918303
9,64,8,16,1.157348781,0.6393254,0.647384673,0.813879248,1.0322464,0.798901653
10,64,8,16,1.11418,0.6189,0.654674,0.823565,1.13845,0.772203
11,64,8,16,1.07112,0.591608,0.679006,0.834751,1.06484,0.818683
12,64,8,16,1.13314,0.61182,0.628008,0.810697,1.01993,0.808705
13,64,8,16,1.20226,0.678943,0.608937,0.802948,1.25248,0.675124
14,64,8,16,1.15756,0.657039,0.622865,0.823285,1.37825,0.581134
15,64,8,16,1.15971,0.644126,0.640404,0.811023,0.997501,0.801492
16,64,8,16,1.14537,0.635907,0.665414,0.82267,1.08987,0.783367
17,64,8,16,1.12008,0.640852,0.648525,0.825589,1.23932,0.701661
18,64,8,16,1.13571,0.642874,0.634205,0.823996,1.31018,0.642114
19,64,8,16,1.118699871,0.62105125,0.653543028,0.824199409,1.1787368,0.745729459
