,lag,batch,cell,RMSE,MAE,R2,CC,Bias,KGE
0,8,8,4,1.0760499639397394,0.51462144,0.2830118498365829,0.5877416849427662,0.8475858,0.5082357217287913
1,8,8,4,1.0211401627491548,0.51981944,0.2693578133944907,0.5998696993528408,0.8028335,0.5302072084651397
2,8,8,4,0.9558542604547315,0.5416686,0.33615090082904897,0.643631357888848,0.79530615,0.56991756550681
3,8,8,4,0.9701770608088831,0.4802604,0.2791375484784139,0.6143326056302125,0.8528134,0.5758416475162796
4,8,8,4,0.9716469917355619,0.50123227,0.3137922818920982,0.6366265288721519,0.74700725,0.5394914363074563
5,8,8,4,0.9698358418489634,0.5389012,0.3585725033670677,0.6527259595905087,0.75729924,0.5460234269364104
6,8,8,4,1.0932185925679134,0.54505384,0.23081665067925727,0.5680615982480659,0.7720744,0.47329703543481316
7,8,8,4,1.0188104997702658,0.517986,0.33760247379079755,0.6279717344731709,0.80261976,0.5327825122867367
8,8,8,4,0.9778751553888013,0.42885968,0.40725588145489133,0.6628988278670966,0.8586592,0.573410074656129
9,8,8,4,0.9905775630435528,0.4852376,0.32980252335556104,0.6328617279661733,0.78738505,0.5458043249201046
10,8,8,4,1.1370843253592058,0.5111438,0.24174350046297566,0.5560414589481932,0.83976305,0.463910990793432
11,8,8,4,1.1133692656408223,0.50439817,0.23562284557781665,0.5601370310919415,0.8228568,0.4759400790391497
12,8,8,4,1.1321319114100923,0.5193699,0.22057834737012305,0.547390271665547,0.8437973,0.46809496292437225
13,8,8,4,0.9952597923036631,0.49983853,0.2802139558671546,0.6079781519814824,0.84084374,0.5583328378582104
14,8,8,4,1.070201338961182,0.5120405,0.31094106362647767,0.6031137758278615,0.82720315,0.5058799908067351
15,8,8,4,0.9572525080052475,0.49919564,0.36709998851632986,0.6571441280010728,0.77499825,0.5613492895127765
16,8,8,4,1.069137986904314,0.49768463,0.30278160843409474,0.6006591671330922,0.81447196,0.5033140489665131
17,8,8,4,1.051026326355202,0.5251143,0.24044792781629765,0.577861382324336,0.8313651,0.5186544600395127
18,8,8,4,1.032855546893907,0.5088515,0.3610668758298604,0.6350954359317331,0.8106449,0.5234274580851871
19,8,8,4,0.8381318143130931,0.49371326,0.4450451317194941,0.7158614980430393,0.7796098,0.6314856120319399
