,lag,batch,cell,RMSE,MAE,R2,CC,Bias,KGE
0,4,8,8,8.658605592453329,4.7017,-0.34739078339313756,0.19248437817961708,2.449008,-0.8611109472278187
1,4,8,8,8.55878852542515,4.481123,-0.24946785758760437,0.24394812490866988,2.3876846,-0.8149594546549066
2,4,8,8,2.7372195897125073,1.5649801,0.18286377605611637,0.7452390212287743,1.1760281,0.6010611593087586
3,4,8,8,2.7401271807258754,1.5418774,0.10346286455408649,0.742557149731284,1.1488345,0.5883346304076416
4,4,8,8,2.9696729329669265,1.6532953,-0.2016138634830198,0.6848062372031665,1.1334728,0.5242918460042776
5,4,8,8,3.122476703443887,1.764235,0.12441734605413968,0.6692151308712938,1.2134871,0.5690963694630906
6,4,8,8,2.976172394107203,1.718144,0.20760245844457015,0.7048889182603075,1.2342805,0.5851431021880243
7,4,8,8,2.730528823999374,1.5023527,0.054901194295534306,0.7463297347362617,1.1522747,0.5745468614126803
8,4,8,8,3.040814755077136,1.6940632,-0.38533688513938413,0.6658570298972016,1.1336384,0.48997986784765657
9,4,8,8,6.263505610515487,3.490323,-0.27567816261370814,0.32170979379657283,1.9709417,-0.241077713509676
10,4,8,8,5.024886187882456,2.5662272,0.0026621281959332554,0.4698986144097809,1.623095,0.1463879522297593
11,4,8,8,6.212677564328487,3.5628939,-0.32677259181228924,0.3182509276280125,2.0060258,-0.2601177266434007
12,4,8,8,2.9291815969449315,1.6143761,-0.13029930473855522,0.695690200657777,1.1373597,0.5382490422792086
13,4,8,8,2.7915719334105504,1.5422072,-0.016274056186857955,0.7316230897505818,1.1471428,0.5604199874165028
14,4,8,8,2.8757331576752443,1.6125104,0.3154248444457962,0.7331510563348688,1.2518922,0.6069292125764535
15,4,8,8,2.983763946769091,1.6279331,-0.03734923026332093,0.6807275850761654,1.1134455,0.563070952126181
16,4,8,8,6.584424696971475,3.100977,-0.11788150144759357,0.3238019860695812,1.8068659,-0.18286617949815098
17,4,8,8,2.6550956461716826,1.5548514,0.22900152498217297,0.7626196681165746,1.168715,0.6145054660334792
18,4,8,8,2.2487895676681977,1.360378,0.5709040209780873,0.8406143514080064,1.1914421,0.7084789589088418
19,4,8,8,3.2335880814968285,1.9041182,-0.7489052741905431,0.6110398848446615,1.1694446,0.4199073318529495
